user,input_code,model_a,model_b,winner,is_strong,juiceOptions,juiceOtherReason
R_2LwJpvX5c8Oa1pL,1_wayne_0_87_87,adapter,adapter_Mismatched,model_a,True,"[""EmphasizeCorrectParts"", ""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_2LwJpvX5c8Oa1pL,27_yingqing_0_1_1,EMAGE,EMAGE_Mismatched,tie,False,[],In my opinion both video's do not really match with the movement of the woman
R_2LwJpvX5c8Oa1pL,3_solomon_0_2_2,EMAGE_Mismatched,EMAGE,model_b,True,"[""FitRhythmTiming"", ""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_2LwJpvX5c8Oa1pL,2_scott_0_7_7,EMAGE,EMAGE_Mismatched,model_a,False,"[""FitRhythmTiming"", ""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_2LwJpvX5c8Oa1pL,5_stewart_0_103_103,adapter,adapter_Mismatched,tie,False,[],Both video's do not seem to match the speech with the movements
R_2ILWeAMkNdDpstz,28_tiffnay_0_73_73,BEAT2,BEAT2_Mismatched,model_b,False,"[""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_2ILWeAMkNdDpstz,1_wayne_0_65_65,adapter_Mismatched,adapter,model_a,True,"[""FitRhythmTiming"", ""EmphasizeCorrectParts"", ""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_2ILWeAMkNdDpstz,2_scott_0_7_7,adapter,adapter_Mismatched,tie,False,"[""FitRhythmTiming"", ""EmphasizeCorrectParts""]",
R_2ILWeAMkNdDpstz,6_carla_0_73_73,EMAGE,EMAGE_Mismatched,model_b,True,"[""EmphasizeCorrectParts"", ""BetterFitForEmotion""]",
R_2ILWeAMkNdDpstz,2_scott_0_1_1,EMAGE,EMAGE_Mismatched,model_a,False,"[""BetterMatchContentMeaning""]",
R_2ILWeAMkNdDpstz,2_scott_0_3_3,EMAGE,EMAGE_Mismatched,model_b,False,"[""FitRhythmTiming""]",
R_8SbPOFs6Gnm9umd,7_sophie_0_8_8,adapter_Mismatched,adapter,model_a,False,"[""EmphasizeCorrectParts""]",
R_8SbPOFs6Gnm9umd,1_wayne_0_81_81,EMAGE_Mismatched,EMAGE,model_b,False,"[""BetterFitForEmotion""]",
R_8SbPOFs6Gnm9umd,3_solomon_0_4_4,adapter,adapter_Mismatched,model_b,True,"[""FitRhythmTiming"", ""BetterFitForEmotion""]",
R_8SbPOFs6Gnm9umd,1_wayne_0_3_3,EMAGE,EMAGE_Mismatched,tie,False,"[""FitRhythmTiming""]",
R_8SbPOFs6Gnm9umd,10_kieks_0_8_8,EMAGE_Mismatched,EMAGE,model_b,True,"[""FitRhythmTiming"", ""BetterFitForEmotion""]",
R_8SbPOFs6Gnm9umd,11_nidal_0_111_111,BEAT2,BEAT2_Mismatched,model_b,False,"[""FitRhythmTiming""]",
R_82wPZYmgqPZGBET,11_nidal_0_3_3,EMAGE_Mismatched,EMAGE,model_b,False,"[""FitRhythmTiming""]",
R_82wPZYmgqPZGBET,28_tiffnay_0_65_65,EMAGE,EMAGE_Mismatched,model_a,True,"[""FitRhythmTiming""]",
R_82wPZYmgqPZGBET,11_nidal_0_73_73,BEAT2,BEAT2_Mismatched,model_a,True,"[""FitRhythmTiming""]",
R_82wPZYmgqPZGBET,11_nidal_0_73_73,adapter,adapter_Mismatched,model_b,False,"[""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_82wPZYmgqPZGBET,22_luqi_0_95_95,adapter_Mismatched,adapter,model_b,False,"[""BetterFitForEmotion""]",
R_82wPZYmgqPZGBET,6_carla_0_65_65,adapter,adapter_Mismatched,tie,False,"[""FitRhythmTiming"", ""BetterFitForEmotion""]",
R_8fozwionl59VQh3,2_scott_0_87_87,EMAGE_Mismatched,EMAGE,model_b,False,"[""FitRhythmTiming"", ""EmphasizeCorrectParts""]",
R_8fozwionl59VQh3,10_kieks_0_73_73,EMAGE,EMAGE_Mismatched,model_a,False,"[""FitRhythmTiming"", ""BetterMatchContentMeaning""]",
R_8fozwionl59VQh3,3_solomon_0_2_2,BEAT2_Mismatched,BEAT2,model_b,True,"[""FitRhythmTiming"", ""EmphasizeCorrectParts"", ""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_8fozwionl59VQh3,23_hailing_0_81_81,EMAGE,EMAGE_Mismatched,model_a,False,"[""EmphasizeCorrectParts"", ""BetterFitForEmotion""]",
R_8fozwionl59VQh3,3_solomon_0_111_111,adapter,adapter_Mismatched,model_a,False,"[""FitRhythmTiming""]",
R_8fozwionl59VQh3,28_tiffnay_0_73_73,EMAGE_Mismatched,EMAGE,model_a,True,"[""FitRhythmTiming"", ""EmphasizeCorrectParts"", ""BetterMatchContentMeaning""]",
R_8TQWQrNijw9LQrq,10_kieks_0_8_8,BEAT2,BEAT2_Mismatched,model_b,False,"[""FitRhythmTiming""]",
R_8TQWQrNijw9LQrq,11_nidal_0_3_3,adapter_Mismatched,adapter,model_b,False,"[""BetterMatchContentMeaning""]",
R_8TQWQrNijw9LQrq,2_scott_0_87_87,adapter,adapter_Mismatched,model_b,True,"[""FitRhythmTiming""]",
R_8TQWQrNijw9LQrq,1_wayne_0_2_2,adapter_Mismatched,adapter,model_a,True,"[""BetterMatchContentMeaning""]",
R_8TQWQrNijw9LQrq,2_scott_0_7_7,BEAT2_Mismatched,BEAT2,model_b,False,"[""FitRhythmTiming"", ""BetterMatchContentMeaning""]",
R_8TQWQrNijw9LQrq,2_scott_0_65_65,adapter_Mismatched,adapter,model_a,False,"[""FitRhythmTiming""]",
R_2FIPBz6hslGRi2Q,5_stewart_0_103_103,BEAT2,BEAT2_Mismatched,model_b,False,"[""EmphasizeCorrectParts""]",
R_2FIPBz6hslGRi2Q,16_jorge_0_65_65,EMAGE,EMAGE_Mismatched,model_b,False,"[""BetterFitForEmotion""]",
R_2FIPBz6hslGRi2Q,1_wayne_0_3_3,BEAT2,BEAT2_Mismatched,model_b,False,"[""EmphasizeCorrectParts""]",
R_2FIPBz6hslGRi2Q,22_luqi_0_103_103,adapter_Mismatched,adapter,model_a,False,"[""EmphasizeCorrectParts""]",
R_2FIPBz6hslGRi2Q,27_yingqing_0_103_103,EMAGE,EMAGE_Mismatched,model_a,False,"[""FitRhythmTiming""]",
R_2FIPBz6hslGRi2Q,10_kieks_0_5_5,adapter,adapter_Mismatched,model_a,True,"[""BetterMatchContentMeaning""]",
R_8TBgFw0lyChInbJ,5_stewart_0_103_103,BEAT2,BEAT2_Mismatched,model_a,False,"[""FitRhythmTiming"", ""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_8TBgFw0lyChInbJ,16_jorge_0_65_65,EMAGE,EMAGE_Mismatched,model_b,False,"[""FitRhythmTiming"", ""EmphasizeCorrectParts"", ""BetterMatchContentMeaning""]",
R_8TBgFw0lyChInbJ,1_wayne_0_3_3,BEAT2,BEAT2_Mismatched,model_a,True,"[""FitRhythmTiming"", ""EmphasizeCorrectParts"", ""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_8TBgFw0lyChInbJ,22_luqi_0_103_103,adapter_Mismatched,adapter,model_b,False,"[""FitRhythmTiming"", ""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_8TBgFw0lyChInbJ,27_yingqing_0_103_103,EMAGE,EMAGE_Mismatched,model_b,False,"[""FitRhythmTiming"", ""EmphasizeCorrectParts"", ""BetterMatchContentMeaning""]",
R_8TBgFw0lyChInbJ,10_kieks_0_5_5,adapter,adapter_Mismatched,model_a,True,"[""FitRhythmTiming"", ""EmphasizeCorrectParts"", ""BetterMatchContentMeaning"", ""BetterFitForEmotion""]",
R_2ni0aXra6SOHwCV,5_stewart_0_103_103,BEAT2,BEAT2_Mismatched,model_b,False,"[""FitRhythmTiming"", ""BetterMatchContentMeaning""]",
R_2ni0aXra6SOHwCV,16_jorge_0_65_65,EMAGE,EMAGE_Mismatched,model_b,False,"[""FitRhythmTiming""]",These didnt load initially - glitchy
R_2ni0aXra6SOHwCV,1_wayne_0_3_3,BEAT2,BEAT2_Mismatched,model_b,True,"[""FitRhythmTiming"", ""EmphasizeCorrectParts""]",
R_2ni0aXra6SOHwCV,22_luqi_0_103_103,adapter_Mismatched,adapter,model_b,True,"[""FitRhythmTiming"", ""BetterMatchContentMeaning""]",
R_2ni0aXra6SOHwCV,27_yingqing_0_103_103,EMAGE,EMAGE_Mismatched,model_a,False,"[""FitRhythmTiming""]",
R_2ni0aXra6SOHwCV,10_kieks_0_5_5,adapter,adapter_Mismatched,model_a,True,"[""FitRhythmTiming"", ""EmphasizeCorrectParts"", ""BetterMatchContentMeaning""]",
R_2OBmo24LF3euloi,10_kieks_0_8_8,BEAT2,BEAT2_Mismatched,model_a,True,"[""FitRhythmTiming"", ""BetterMatchContentMeaning""]",
R_2OBmo24LF3euloi,11_nidal_0_3_3,adapter_Mismatched,adapter,model_b,True,"[""FitRhythmTiming"", ""BetterFitForEmotion""]",
R_2OBmo24LF3euloi,2_scott_0_87_87,adapter,adapter_Mismatched,model_a,False,"[""FitRhythmTiming""]",
R_2OBmo24LF3euloi,1_wayne_0_2_2,adapter_Mismatched,adapter,model_a,True,"[""FitRhythmTiming"", ""BetterFitForEmotion""]",
R_2OBmo24LF3euloi,2_scott_0_7_7,BEAT2_Mismatched,BEAT2,model_a,False,"[""FitRhythmTiming"", ""BetterMatchContentMeaning""]",
R_2OBmo24LF3euloi,2_scott_0_65_65,adapter_Mismatched,adapter,model_a,False,"[""BetterFitForEmotion""]",
R_2n01UPCxszn6dSw,3_solomon_0_5_5,BEAT2_Mismatched,BEAT2,model_b,False,"[""FitRhythmTiming""]",
R_2n01UPCxszn6dSw,28_tiffnay_0_2_2,BEAT2_Mismatched,BEAT2,model_a,False,"[""FitRhythmTiming""]",
R_2n01UPCxszn6dSw,7_sophie_0_111_111,BEAT2_Mismatched,BEAT2,model_b,False,"[""FitRhythmTiming""]",
R_2n01UPCxszn6dSw,27_yingqing_0_103_103,adapter,adapter_Mismatched,tie,False,[],
R_2n01UPCxszn6dSw,5_stewart_0_103_103,EMAGE_Mismatched,EMAGE,model_a,False,"[""EmphasizeCorrectParts""]",
R_2n01UPCxszn6dSw,6_carla_0_65_65,BEAT2_Mismatched,BEAT2,model_a,False,"[""FitRhythmTiming""]",
R_2QgCZBHds7AteBT,10_kieks_0_8_8,adapter_Mismatched,adapter,model_b,True,[],minder blikkerig geluid
R_2QgCZBHds7AteBT,28_tiffnay_0_81_81,EMAGE,EMAGE_Mismatched,model_b,False,"[""FitRhythmTiming""]",
R_2QgCZBHds7AteBT,6_carla_0_73_73,BEAT2,BEAT2_Mismatched,model_a,False,"[""BetterFitForEmotion""]",
R_2QgCZBHds7AteBT,16_jorge_0_2_2,BEAT2,BEAT2_Mismatched,model_b,False,[],beide onnatuurlijk
R_2QgCZBHds7AteBT,1_wayne_0_2_2,EMAGE_Mismatched,EMAGE,model_b,False,"[""FitRhythmTiming""]",
R_2QgCZBHds7AteBT,1_wayne_0_65_65,BEAT2,BEAT2_Mismatched,model_a,False,"[""BetterMatchContentMeaning""]",
R_2oEEOSROkAM54aK,7_sophie_0_65_65,adapter_Mismatched,adapter,model_b,True,"[""FitRhythmTiming"", ""BetterFitForEmotion""]",
R_2oEEOSROkAM54aK,16_jorge_0_2_2,EMAGE_Mismatched,EMAGE,model_a,False,"[""EmphasizeCorrectParts""]",
R_2oEEOSROkAM54aK,5_stewart_0_8_8,adapter_Mismatched,adapter,model_b,False,"[""BetterFitForEmotion""]",
R_2oEEOSROkAM54aK,1_wayne_0_4_4,EMAGE_Mismatched,EMAGE,model_a,True,"[""BetterMatchContentMeaning""]",
R_2oEEOSROkAM54aK,10_kieks_0_95_95,EMAGE_Mismatched,EMAGE,tie,False,[],Neither are really fitting in my opinion
R_2oEEOSROkAM54aK,2_scott_0_3_3,adapter_Mismatched,adapter,tie,False,"[""EmphasizeCorrectParts""]",
